ensembl_gene_id	chromosome_name	external_gene_name	transcript_count	description
ENSG00000018699	2	TTC27	6	tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:25986]
ENSG00000019144	11	PHLDB1	27	pleckstrin homology-like domain, family B, member 1 [Source:HGNC Symbol;Acc:23697]
ENSG00000019505	11	SYT13	3	synaptotagmin XIII [Source:HGNC Symbol;Acc:14962]
ENSG00000019582	5	CD74	12	CD74 molecule, major histocompatibility complex, class II invariant chain [Source:HGNC Symbol;Acc:1697]
ENSG00000019995	10	ZRANB1	2	zinc finger, RAN-binding domain containing 1 [Source:HGNC Symbol;Acc:18224]
ENSG00000020129	1	NCDN	6	neurochondrin [Source:HGNC Symbol;Acc:17597]
ENSG00000020256	20	ZFP64	12	ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:15940]
ENSG00000020426	14	MNAT1	9	MNAT CDK-activating kinase assembly factor 1 [Source:HGNC Symbol;Acc:7181]
ENSG00000020922	11	MRE11A	10	MRE11 meiotic recombination 11 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:7230]
ENSG00000021300	11	PLEKHB1	22	pleckstrin homology domain containing, family B (evectins) member 1 [Source:HGNC Symbol;Acc:19079]
ENSG00000021355	6	SERPINB1	6	serpin peptidase inhibitor, clade B (ovalbumin), member 1 [Source:HGNC Symbol;Acc:3311]
ENSG00000021574	2	SPAST	2	spastin [Source:HGNC Symbol;Acc:11233]
ENSG00000021645	14	NRXN3	15	neurexin 3 [Source:HGNC Symbol;Acc:8010]
ENSG00000021776	15	AQR	6	aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:29513]
ENSG00000021826	2	CPS1	11	carbamoyl-phosphate synthase 1, mitochondrial [Source:HGNC Symbol;Acc:2323]
ENSG00000022267	X	FHL1	18	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:3702]
ENSG00000022277	20	RTFDC1	10	replication termination factor 2 domain containing 1 [Source:HGNC Symbol;Acc:15890]
ENSG00000022556	19	NLRP2	20	NLR family, pyrin domain containing 2 [Source:HGNC Symbol;Acc:22948]
ENSG00000022567	8	SLC45A4	7	solute carrier family 45, member 4 [Source:HGNC Symbol;Acc:29196]
ENSG00000022840	12	RNF10	25	ring finger protein 10 [Source:HGNC Symbol;Acc:10055]
ENSG00000022976	14	ZNF839	13	zinc finger protein 839 [Source:HGNC Symbol;Acc:20345]
ENSG00000023041	10	ZDHHC6	4	zinc finger, DHHC-type containing 6 [Source:HGNC Symbol;Acc:19160]
ENSG00000023171	11	GRAMD1B	8	GRAM domain containing 1B [Source:HGNC Symbol;Acc:29214]
ENSG00000023191	11	RNH1	24	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:10074]
ENSG00000023228	2	NDUFS1	10	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7707]
ENSG00000023287	8	RB1CC1	11	RB1-inducible coiled-coil 1 [Source:HGNC Symbol;Acc:15574]
ENSG00000023318	9	ERP44	1	endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:18311]
ENSG00000023330	3	ALAS1	6	aminolevulinate, delta-, synthase 1 [Source:HGNC Symbol;Acc:396]
ENSG00000023516	13	AKAP11	1	A kinase (PRKA) anchor protein 11 [Source:HGNC Symbol;Acc:369]
ENSG00000023572	1	GLRX2	3	glutaredoxin 2 [Source:HGNC Symbol;Acc:16065]
ENSG00000023608	14	SNAPC1	1	small nuclear RNA activating complex, polypeptide 1, 43kDa [Source:HGNC Symbol;Acc:11134]
ENSG00000023697	12	DERA	10	deoxyribose-phosphate aldolase (putative) [Source:HGNC Symbol;Acc:24269]
ENSG00000023734	12	STRAP	7	serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:30796]
ENSG00000023902	1	PLEKHO1	10	pleckstrin homology domain containing, family O member 1 [Source:HGNC Symbol;Acc:24310]
ENSG00000023909	1	GCLM	3	glutamate-cysteine ligase, modifier subunit [Source:HGNC Symbol;Acc:4312]
ENSG00000024048	6	UBR2	4	ubiquitin protein ligase E3 component n-recognin 2 [Source:HGNC Symbol;Acc:21289]
ENSG00000024422	19	EHD2	5	EH-domain containing 2 [Source:HGNC Symbol;Acc:3243]
ENSG00000024526	1	DEPDC1	5	DEP domain containing 1 [Source:HGNC Symbol;Acc:22949]
ENSG00000024862	6	CCDC28A	1	coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:21098]
ENSG00000025039	6	RRAGD	3	Ras-related GTP binding D [Source:HGNC Symbol;Acc:19903]
ENSG00000025156	6	HSF2	3	heat shock transcription factor 2 [Source:HGNC Symbol;Acc:5225]
ENSG00000025293	20	PHF20	16	PHD finger protein 20 [Source:HGNC Symbol;Acc:16098]
ENSG00000025434	11	NR1H3	34	nuclear receptor subfamily 1, group H, member 3 [Source:HGNC Symbol;Acc:7966]
ENSG00000025770	22	NCAPH2	10	non-SMC condensin II complex, subunit H2 [Source:HGNC Symbol;Acc:25071]
ENSG00000025772	20	TOMM34	1	translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:15746]
ENSG00000025796	6	SEC63	10	SEC63 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21082]
ENSG00000025800	1	KPNA6	6	karyopherin alpha 6 (importin alpha 7) [Source:HGNC Symbol;Acc:6399]
ENSG00000026025	10	VIM	10	vimentin [Source:HGNC Symbol;Acc:12692]
ENSG00000026297	6	RNASET2	12	ribonuclease T2 [Source:HGNC Symbol;Acc:21686]
ENSG00000026508	11	CD44	42	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:1681]
ENSG00000026559	20	KCNG1	7	potassium voltage-gated channel, subfamily G, member 1 [Source:HGNC Symbol;Acc:6248]
ENSG00000026652	6	AGPAT4	8	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:20885]
ENSG00000027001	13	MIPEP	5	mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:7104]
ENSG00000027697	6	IFNGR1	6	interferon gamma receptor 1 [Source:HGNC Symbol;Acc:5439]
ENSG00000027847	5	B4GALT7	8	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 [Source:HGNC Symbol;Acc:930]
ENSG00000028116	2	VRK2	9	vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719]
ENSG00000028203	12	VEZT	41	vezatin, adherens junctions transmembrane protein [Source:HGNC Symbol;Acc:18258]
ENSG00000028277	19	POU2F2	19	POU class 2 homeobox 2 [Source:HGNC Symbol;Acc:9213]
ENSG00000028310	5	BRD9	22	bromodomain containing 9 [Source:HGNC Symbol;Acc:25818]
ENSG00000028528	15	SNX1	14	sorting nexin 1 [Source:HGNC Symbol;Acc:11172]
ENSG00000028839	6	TBPL1	7	TBP-like 1 [Source:HGNC Symbol;Acc:11589]
ENSG00000029153	12	ARNTL2	9	aryl hydrocarbon receptor nuclear translocator-like 2 [Source:HGNC Symbol;Acc:18984]
ENSG00000029363	6	BCLAF1	23	BCL2-associated transcription factor 1 [Source:HGNC Symbol;Acc:16863]
ENSG00000029364	14	SLC39A9	10	solute carrier family 39, member 9 [Source:HGNC Symbol;Acc:20182]
ENSG00000029639	6	TFB1M	9	transcription factor B1, mitochondrial [Source:HGNC Symbol;Acc:17037]
ENSG00000029725	17	RABEP1	10	rabaptin, RAB GTPase binding effector protein 1 [Source:HGNC Symbol;Acc:17677]
ENSG00000029993	X	HMGB3	5	high mobility group box 3 [Source:HGNC Symbol;Acc:5004]
ENSG00000030066	11	NUP160	12	nucleoporin 160kDa [Source:HGNC Symbol;Acc:18017]
ENSG00000030110	6	BAK1	3	BCL2-antagonist/killer 1 [Source:HGNC Symbol;Acc:949]
ENSG00000030419	2	IKZF2	17	IKAROS family zinc finger 2 (Helios) [Source:HGNC Symbol;Acc:13177]
ENSG00000030582	17	GRN	21	granulin [Source:HGNC Symbol;Acc:4601]
ENSG00000031003	5	FAM13B	11	family with sequence similarity 13, member B [Source:HGNC Symbol;Acc:1335]
ENSG00000031691	6	CENPQ	1	centromere protein Q [Source:HGNC Symbol;Acc:21347]
ENSG00000031698	1	SARS	6	seryl-tRNA synthetase [Source:HGNC Symbol;Acc:10537]
ENSG00000031823	19	RANBP3	31	RAN binding protein 3 [Source:HGNC Symbol;Acc:9850]
ENSG00000032219	14	ARID4A	11	AT rich interactive domain 4A (RBP1-like) [Source:HGNC Symbol;Acc:9885]
ENSG00000032389	2	TSSC1	14	tumor suppressing subtransferable candidate 1 [Source:HGNC Symbol;Acc:12383]
ENSG00000032444	19	PNPLA6	24	patatin-like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:16268]
ENSG00000032742	13	IFT88	9	intraflagellar transport 88 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:20606]
ENSG00000033011	16	ALG1	9	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:HGNC Symbol;Acc:18294]
ENSG00000033030	12	ZCCHC8	10	zinc finger, CCHC domain containing 8 [Source:HGNC Symbol;Acc:25265]
ENSG00000033050	7	ABCF2	6	ATP-binding cassette, sub-family F (GCN20), member 2 [Source:HGNC Symbol;Acc:71]
ENSG00000033100	7	CHPF2	4	chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:29270]
ENSG00000033170	14	FUT8	17	fucosyltransferase 8 (alpha (1,6) fucosyltransferase) [Source:HGNC Symbol;Acc:4019]
ENSG00000033178	4	UBA6	6	ubiquitin-like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:25581]
ENSG00000033327	11	GAB2	7	GRB2-associated binding protein 2 [Source:HGNC Symbol;Acc:14458]
ENSG00000033627	17	ATP6V0A1	26	ATPase, H+ transporting, lysosomal V0 subunit a1 [Source:HGNC Symbol;Acc:865]
ENSG00000033800	15	PIAS1	7	protein inhibitor of activated STAT, 1 [Source:HGNC Symbol;Acc:2752]
ENSG00000033867	3	SLC4A7	20	solute carrier family 4, sodium bicarbonate cotransporter, member 7 [Source:HGNC Symbol;Acc:11033]
ENSG00000034053	15	APBA2	12	amyloid beta (A4) precursor protein-binding, family A, member 2 [Source:HGNC Symbol;Acc:579]
ENSG00000034152	17	MAP2K3	13	mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:6843]
ENSG00000034510	2	TMSB10	1	thymosin beta 10 [Source:HGNC Symbol;Acc:11879]
ENSG00000034533	3	ASTE1	8	asteroid homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:25021]
ENSG00000034677	8	RNF19A	15	ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:13432]
ENSG00000034693	6	PEX3	3	peroxisomal biogenesis factor 3 [Source:HGNC Symbol;Acc:8858]
ENSG00000034713	16	GABARAPL2	5	GABA(A) receptor-associated protein-like 2 [Source:HGNC Symbol;Acc:13291]
ENSG00000035115	2	SH3YL1	29	SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:29546]
ENSG00000035141	2	FAM136A	6	family with sequence similarity 136, member A [Source:HGNC Symbol;Acc:25911]
ENSG00000035403	10	VCL	7	vinculin [Source:HGNC Symbol;Acc:12665]
ENSG00000035499	5	DEPDC1B	7	DEP domain containing 1B [Source:HGNC Symbol;Acc:24902]
ENSG00000035681	8	NSMAF	17	neutral sphingomyelinase (N-SMase) activation associated factor [Source:HGNC Symbol;Acc:8017]
ENSG00000035687	1	ADSS	3	adenylosuccinate synthase [Source:HGNC Symbol;Acc:292]
ENSG00000035862	17	TIMP2	5	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:11821]
ENSG00000035928	4	RFC1	16	replication factor C (activator 1) 1, 145kDa [Source:HGNC Symbol;Acc:9969]
ENSG00000036054	3	TBC1D23	9	TBC1 domain family, member 23 [Source:HGNC Symbol;Acc:25622]
ENSG00000036257	2	CUL3	15	cullin 3 [Source:HGNC Symbol;Acc:2553]
ENSG00000036549	1	ZZZ3	11	zinc finger, ZZ-type containing 3 [Source:HGNC Symbol;Acc:24523]
ENSG00000036672	11	USP2	7	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:12618]
ENSG00000037042	17	TUBG2	3	tubulin, gamma 2 [Source:HGNC Symbol;Acc:12419]
ENSG00000037241	5	RPL26L1	6	ribosomal protein L26-like 1 [Source:HGNC Symbol;Acc:17050]
ENSG00000037474	5	NSUN2	10	NOP2/Sun RNA methyltransferase family, member 2 [Source:HGNC Symbol;Acc:25994]
ENSG00000037637	1	FBXO42	4	F-box protein 42 [Source:HGNC Symbol;Acc:29249]
ENSG00000037749	5	MFAP3	13	microfibrillar-associated protein 3 [Source:HGNC Symbol;Acc:7034]
ENSG00000037757	19	MRI1	6	methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:28469]
ENSG00000037897	12	METTL1	8	methyltransferase like 1 [Source:HGNC Symbol;Acc:7030]
ENSG00000038002	4	AGA	6	aspartylglucosaminidase [Source:HGNC Symbol;Acc:318]
ENSG00000038210	4	PI4K2B	4	phosphatidylinositol 4-kinase type 2 beta [Source:HGNC Symbol;Acc:18215]
ENSG00000038219	4	BOD1L1	6	biorientation of chromosomes in cell division 1-like 1 [Source:HGNC Symbol;Acc:31792]
ENSG00000038274	5	MAT2B	8	methionine adenosyltransferase II, beta [Source:HGNC Symbol;Acc:6905]
ENSG00000038358	16	EDC4	14	enhancer of mRNA decapping 4 [Source:HGNC Symbol;Acc:17157]
ENSG00000038382	5	TRIO	24	trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:12303]
ENSG00000038427	5	VCAN	12	versican [Source:HGNC Symbol;Acc:2464]
ENSG00000039068	16	CDH1	11	cadherin 1, type 1, E-cadherin (epithelial) [Source:HGNC Symbol;Acc:1748]
ENSG00000039123	5	SKIV2L2	10	superkiller viralicidic activity 2-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:18734]
ENSG00000039319	5	ZFYVE16	13	zinc finger, FYVE domain containing 16 [Source:HGNC Symbol;Acc:20756]
ENSG00000039560	5	RAI14	29	retinoic acid induced 14 [Source:HGNC Symbol;Acc:14873]
ENSG00000039650	19	PNKP	15	polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:9154]
ENSG00000040199	16	PHLPP2	10	PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:29149]
ENSG00000040275	5	SPDL1	15	spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:26010]
ENSG00000040341	8	STAU2	29	staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:11371]
ENSG00000040487	1	PQLC2	6	PQ loop repeat containing 2 [Source:HGNC Symbol;Acc:26001]
ENSG00000040531	17	CTNS	12	cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:2518]
ENSG00000040608	22	RTN4R	6	reticulon 4 receptor [Source:HGNC Symbol;Acc:18601]
ENSG00000040633	17	PHF23	12	PHD finger protein 23 [Source:HGNC Symbol;Acc:28428]
ENSG00000040933	2	INPP4A	11	inositol polyphosphate-4-phosphatase, type I, 107kDa [Source:HGNC Symbol;Acc:6074]
ENSG00000041357	15	PSMA4	21	proteasome (prosome, macropain) subunit, alpha type, 4 [Source:HGNC Symbol;Acc:9533]
ENSG00000041802	3	LSG1	8	large 60S subunit nuclear export GTPase 1 [Source:HGNC Symbol;Acc:25652]
ENSG00000041988	1	THAP3	8	THAP domain containing, apoptosis associated protein 3 [Source:HGNC Symbol;Acc:20855]
ENSG00000042088	14	TDP1	18	tyrosyl-DNA phosphodiesterase 1 [Source:HGNC Symbol;Acc:18884]
ENSG00000042317	14	SPATA7	22	spermatogenesis associated 7 [Source:HGNC Symbol;Acc:20423]
ENSG00000042429	11	MED17	11	mediator complex subunit 17 [Source:HGNC Symbol;Acc:2375]
ENSG00000042445	2	RETSAT	10	retinol saturase (all-trans-retinol 13,14-reductase) [Source:HGNC Symbol;Acc:25991]
ENSG00000042493	2	CAPG	15	capping protein (actin filament), gelsolin-like [Source:HGNC Symbol;Acc:1474]
ENSG00000042753	19	AP2S1	10	adaptor-related protein complex 2, sigma 1 subunit [Source:HGNC Symbol;Acc:565]
ENSG00000043093	3	DCUN1D1	7	DCN1, defective in cullin neddylation 1, domain containing 1 [Source:HGNC Symbol;Acc:18184]
ENSG00000043143	5	JADE2	10	jade family PHD finger 2 [Source:HGNC Symbol;Acc:22984]
ENSG00000043355	13	ZIC2	5	Zic family member 2 [Source:HGNC Symbol;Acc:12873]
ENSG00000043514	1	TRIT1	18	tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:20286]
ENSG00000044090	6	CUL7	3	cullin 7 [Source:HGNC Symbol;Acc:21024]
ENSG00000044115	5	CTNNA1	44	catenin (cadherin-associated protein), alpha 1, 102kDa [Source:HGNC Symbol;Acc:2509]
ENSG00000044446	X	PHKA2	8	phosphorylase kinase, alpha 2 (liver) [Source:HGNC Symbol;Acc:8926]
ENSG00000044459	9	CNTLN	6	centlein, centrosomal protein [Source:HGNC Symbol;Acc:23432]
ENSG00000044574	9	HSPA5	1	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) [Source:HGNC Symbol;Acc:5238]
ENSG00000046604	18	DSG2	2	desmoglein 2 [Source:HGNC Symbol;Acc:3049]
ENSG00000046647	X	GEMIN8	5	gem (nuclear organelle) associated protein 8 [Source:HGNC Symbol;Acc:26044]
ENSG00000046651	X	OFD1	9	oral-facial-digital syndrome 1 [Source:HGNC Symbol;Acc:2567]
ENSG00000046653	X	GPM6B	11	glycoprotein M6B [Source:HGNC Symbol;Acc:4461]
ENSG00000046889	8	PREX2	5	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:22950]
ENSG00000047056	10	WDR37	5	WD repeat domain 37 [Source:HGNC Symbol;Acc:31406]
ENSG00000047188	5	YTHDC2	7	YTH domain containing 2 [Source:HGNC Symbol;Acc:24721]
ENSG00000047230	X	CTPS2	5	CTP synthase 2 [Source:HGNC Symbol;Acc:2520]
ENSG00000047249	8	ATP6V1H	19	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H [Source:HGNC Symbol;Acc:18303]
ENSG00000047315	4	POLR2B	12	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa [Source:HGNC Symbol;Acc:9188]
ENSG00000047346	15	FAM214A	15	family with sequence similarity 214, member A [Source:HGNC Symbol;Acc:25609]
ENSG00000047410	1	TPR	8	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:12017]
ENSG00000047578	16	KIAA0556	9	KIAA0556 [Source:HGNC Symbol;Acc:29068]
ENSG00000047579	6	DTNBP1	11	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:17328]
ENSG00000047621	12	C12orf4	9	chromosome 12 open reading frame 4 [Source:HGNC Symbol;Acc:1184]
ENSG00000047634	X	SCML1	7	sex comb on midleg-like 1 (Drosophila) [Source:HGNC Symbol;Acc:10580]
ENSG00000047644	X	WWC3	3	WWC family member 3 [Source:HGNC Symbol;Acc:29237]
ENSG00000047849	3	MAP4	18	microtubule-associated protein 4 [Source:HGNC Symbol;Acc:6862]
ENSG00000047932	6	GOPC	4	golgi-associated PDZ and coiled-coil motif containing [Source:HGNC Symbol;Acc:17643]
ENSG00000048028	11	USP28	16	ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:12625]
ENSG00000048052	7	HDAC9	28	histone deacetylase 9 [Source:HGNC Symbol;Acc:14065]
ENSG00000048140	5	TSPAN17	10	tetraspanin 17 [Source:HGNC Symbol;Acc:13594]
ENSG00000048162	5	NOP16	9	NOP16 nucleolar protein [Source:HGNC Symbol;Acc:26934]
ENSG00000048342	4	CC2D2A	17	coiled-coil and C2 domain containing 2A [Source:HGNC Symbol;Acc:29253]
ENSG00000048392	8	RRM2B	10	ribonucleotide reductase M2 B (TP53 inducible) [Source:HGNC Symbol;Acc:17296]
ENSG00000048405	7	ZNF800	7	zinc finger protein 800 [Source:HGNC Symbol;Acc:27267]
ENSG00000048471	16	SNX29	10	sorting nexin 29 [Source:HGNC Symbol;Acc:30542]
ENSG00000048540	12	LMO3	34	LIM domain only 3 (rhombotin-like 2) [Source:HGNC Symbol;Acc:6643]
ENSG00000048544	6	MRPS10	1	mitochondrial ribosomal protein S10 [Source:HGNC Symbol;Acc:14502]
ENSG00000048545	6	GUCA1A	5	guanylate cyclase activator 1A (retina) [Source:HGNC Symbol;Acc:4678]
ENSG00000048649	11	RSF1	13	remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:18118]
ENSG00000048707	1	VPS13D	16	vacuolar protein sorting 13 homolog D (S. cerevisiae) [Source:HGNC Symbol;Acc:23595]
ENSG00000048740	10	CELF2	14	CUGBP, Elav-like family member 2 [Source:HGNC Symbol;Acc:2550]
ENSG00000048828	9	FAM120A	7	family with sequence similarity 120A [Source:HGNC Symbol;Acc:13247]
ENSG00000048991	2	R3HDM1	20	R3H domain containing 1 [Source:HGNC Symbol;Acc:9757]
ENSG00000049130	12	KITLG	5	KIT ligand [Source:HGNC Symbol;Acc:6343]
ENSG00000049167	5	ERCC8	10	excision repair cross-complementing rodent repair deficiency, complementation group 8 [Source:HGNC Symbol;Acc:3439]
ENSG00000049192	5	ADAMTS6	9	ADAM metallopeptidase with thrombospondin type 1 motif, 6 [Source:HGNC Symbol;Acc:222]
ENSG00000049245	1	VAMP3	3	vesicle-associated membrane protein 3 [Source:HGNC Symbol;Acc:12644]
ENSG00000049246	1	PER3	7	period circadian clock 3 [Source:HGNC Symbol;Acc:8847]
ENSG00000049323	2	LTBP1	15	latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:6714]
ENSG00000049449	11	RCN1	11	reticulocalbin 1, EF-hand calcium binding domain [Source:HGNC Symbol;Acc:9934]
ENSG00000049541	7	RFC2	12	replication factor C (activator 1) 2, 40kDa [Source:HGNC Symbol;Acc:9970]
ENSG00000049618	6	ARID1B	11	AT rich interactive domain 1B (SWI1-like) [Source:HGNC Symbol;Acc:18040]
ENSG00000049656	5	CLPTM1L	16	CLPTM1-like [Source:HGNC Symbol;Acc:24308]
ENSG00000049759	18	NEDD4L	37	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:7728]
ENSG00000049860	5	HEXB	13	hexosaminidase B (beta polypeptide) [Source:HGNC Symbol;Acc:4879]
ENSG00000049883	5	PTCD2	12	pentatricopeptide repeat domain 2 [Source:HGNC Symbol;Acc:25734]
ENSG00000050130	14	JKAMP	14	JNK1/MAPK8-associated membrane protein [Source:HGNC Symbol;Acc:20184]
ENSG00000050165	11	DKK3	17	dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:2893]
ENSG00000050327	7	ARHGEF5	4	Rho guanine nucleotide exchange factor (GEF) 5 [Source:HGNC Symbol;Acc:13209]
ENSG00000050344	7	NFE2L3	3	nuclear factor, erythroid 2-like 3 [Source:HGNC Symbol;Acc:7783]
ENSG00000050393	6	MCUR1	4	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:21097]
ENSG00000050405	12	LIMA1	16	LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:24636]
ENSG00000050426	12	LETMD1	38	LETM1 domain containing 1 [Source:HGNC Symbol;Acc:24241]
ENSG00000050438	12	SLC4A8	18	solute carrier family 4, sodium bicarbonate cotransporter, member 8 [Source:HGNC Symbol;Acc:11034]
ENSG00000050555	9	LAMC3	4	laminin, gamma 3 [Source:HGNC Symbol;Acc:6494]
ENSG00000050748	5	MAPK9	13	mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:6886]
ENSG00000050820	16	BCAR1	22	breast cancer anti-estrogen resistance 1 [Source:HGNC Symbol;Acc:971]
ENSG00000051009	11	FAM160A2	5	family with sequence similarity 160, member A2 [Source:HGNC Symbol;Acc:25378]
ENSG00000051108	16	HERPUD1	19	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 [Source:HGNC Symbol;Acc:13744]
ENSG00000051180	15	RAD51	11	RAD51 recombinase [Source:HGNC Symbol;Acc:9817]
ENSG00000051341	3	POLQ	3	polymerase (DNA directed), theta [Source:HGNC Symbol;Acc:9186]
ENSG00000051382	3	PIK3CB	14	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta [Source:HGNC Symbol;Acc:8976]
ENSG00000051523	16	CYBA	10	cytochrome b-245, alpha polypeptide [Source:HGNC Symbol;Acc:2577]
ENSG00000051596	5	THOC3	11	THO complex 3 [Source:HGNC Symbol;Acc:19072]
ENSG00000051620	6	HEBP2	4	heme binding protein 2 [Source:HGNC Symbol;Acc:15716]
ENSG00000051825	12	MPHOSPH9	26	M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:7215]
ENSG00000052126	12	PLEKHA5	21	pleckstrin homology domain containing, family A member 5 [Source:HGNC Symbol;Acc:30036]
ENSG00000052344	16	PRSS8	6	protease, serine, 8 [Source:HGNC Symbol;Acc:9491]
ENSG00000052723	1	SIKE1	10	suppressor of IKBKE 1 [Source:HGNC Symbol;Acc:26119]
ENSG00000052749	10	RRP12	10	ribosomal RNA processing 12 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29100]
ENSG00000052795	4	FNIP2	7	folliculin interacting protein 2 [Source:HGNC Symbol;Acc:29280]
ENSG00000052802	4	MSMO1	5	methylsterol monooxygenase 1 [Source:HGNC Symbol;Acc:10545]
